idptar;Departement;X;Y;Annonce Sonore Prochain Passage;Annonce Visuelle Prochain Passage;Annonce Sonore Situations Perturbees;Annonce Visuelle Situations Perturbees;coord;IDAMIVIF;nomptar;CodeINSEE;UFR;PAQT;Tel;Date de mise en accessibilite;Accessibilite Quai Train;STIF
1856;;595260;2431446;1;1;1;1;48.8812991447, 2.27191517268;IDAMIVIF;Les Sablons (Jardin d'acclimatation);92051;0;0;;;0;1001100010001
1887;;592772;2432620;1;1;1;1;48.8918267141, 2.23799203988;IDAMIVIF;La Défense (Grande Arche);92062;0;0;;;0;1001100010001
1751;;605457;2427632;1;1;1;1;48.8470164776, 2.410816879;IDAMIVIF;Porte de Vincennes;75120;0;0;;;0;1001100010001
2433;;596034;2431079;1;1;1;1;48.8780061355, 2.28246563667;IDAMIVIF;Porte Maillot;75117;0;0;;;0;1001100010001
1955;;602713;2427468;1;1;1;1;48.8455597463, 2.37344920163;IDAMIVIF;Gare de Lyon;75112;0;0;;;0;1001100010001
2036;;600839;2428915;1;1;1;1;48.8585696317, 2.3479332425;IDAMIVIF;Châtelet;75101;0;0;;;0;1001100010001
2498;;599456;2429606;1;1;1;1;48.8647801217, 2.3290949511;IDAMIVIF;Tuileries;75101;0;0;;;0;1001100010001
2116;;606737;2427450;1;1;1;1;48.8453687094, 2.42824450629;IDAMIVIF;Bérault;94080;0;0;;;0;1001100010001
2067;;606737;2427450;1;1;1;1;48.8453687094, 2.42824450629;IDAMIVIF;Bérault;94080;0;0;;;0;1001100010001
2241;;597169;2427831;1;1;1;1;48.8488212259, 2.29795296069;IDAMIVIF;La Motte-Picquet-Grenelle;75115;0;0;;;0;1001100100001
1875;;605809;2431308;1;1;1;1;48.880051021, 2.41566020273;IDAMIVIF;Mairie des Lilas;93045;0;0;;;0;1001100110001
2018;;601089;2427595;1;1;1;1;48.8467058283, 2.35133517564;IDAMIVIF;Cardinal-Lemoine;75105;0;0;;;0;1001100100001
2476;;599237;2428066;1;1;1;1;48.8509392477, 2.32611465149;IDAMIVIF;Sèvres-Babylone;75107;0;0;;;0;1001100100001
1893;;601098;2428830;1;1;1;1;48.8578053324, 2.35146077318;IDAMIVIF;Hôtel de Ville;75104;0;0;;;0;1001100110001
967988;;601949;2429880;1;1;1;1;48.8672401446, 2.36305644261;IDAMIVIF;République;75111;0;0;;;0;1001100110001
1758;;603551;2430613;1;1;1;1;48.8738211316, 2.38488636886;IDAMIVIF;Pyrénées;75120;0;0;;;0;1001100110001
1908;;601325;2427490;1;1;1;1;48.8457617165, 2.35454859157;IDAMIVIF;Jussieu;75105;0;0;;;0;1001100100001
2541;;597853;2427613;1;1;1;1;48.8468646613, 2.30726884425;IDAMIVIF;Ségur;75115;0;0;;;0;1001100100001
2275;;597166;2424896;1;1;1;1;48.8224426532, 2.297932102;IDAMIVIF;Malakoff-Plateau de Vanves;92020;0;0;;;0;1001100130001
1756;;604554;2431342;1;1;1;1;48.8803666123, 2.39855961042;IDAMIVIF;Pré-Saint-Gervais;75119;0;0;;;0;1001101070001
1872;;597719;2433968;1;1;1;1;48.9039784414, 2.30540903178;IDAMIVIF;Mairie de Clichy;92024;0;0;;;0;1001100130001
1718;;604966;2430383;1;1;1;1;48.8717447834, 2.40416253824;IDAMIVIF;Saint-Fargeau;75120;0;0;;;0;1001101030001
1166839;;599094;2430140;1;1;1;1;48.8695789298, 2.32416248546;IDAMIVIF;Madeleine;75108;1;0;;;1;1001100140001
1861;;602127;2431436;1;1;1;1;48.8812238387, 2.36548893272;IDAMIVIF;L1s Blanc;75110;0;0;;;0;1001101070001
22791;;601627;2414424;1;1;1;1;48.7283247343, 2.35861264888;IDAMIVIF;Orly-Ouest;94054;1;1;;;1;1001102000001
2002;;603862;2431221;1;1;1;1;48.8792836316, 2.38912909357;IDAMIVIF;Botzaris;75119;0;0;;;0;1001101070001
2191;;603862;2431221;1;1;1;1;48.8792836316, 2.38912909357;IDAMIVIF;Botzaris;75119;0;0;;;0;1001101070001
3343795;;604339;2426815;1;1;1;1;48.8396820994, 2.39558416701;IDAMIVIF;Daumesnil (Félix Eboué);75112;0;0;;;0;1001100080001
2226;;599774;2430519;1;1;1;1;48.8729857839, 2.33342622072;IDAMIVIF;Chaussée d'Antin (La Fayette);75109;0;0;;;0;1001100070001
2400;;603040;2424170;1;1;1;1;48.8159171408, 2.37787881315;IDAMIVIF;Pierre et Marie Curie;94041;0;0;;;0;1001100070001
2422;;603605;2433251;1;1;1;1;48.8975291161, 2.38564422679;IDAMIVIF;Porte de la Villette;75119;0;0;;;0;1001100070001
2250;;601861;2423554;1;1;1;1;48.8103850843, 2.36183067976;IDAMIVIF;Le Kremlin-Bicêtre;94043;0;0;;;0;1001100070001
3343799;;605118;2426350;1;1;1;1;48.835497212, 2.40618520888;IDAMIVIF;Porte Dorée;75112;0;0;;;0;1001100080001
3343777;;601969;2429928;1;1;1;1;48.8676714782, 2.36332911744;IDAMIVIF;République;75111;0;0;;;0;1001100080001
3343765;;599132;2430132;1;1;1;1;48.8695070869, 2.32468019626;IDAMIVIF;Madeleine;75108;0;0;;;0;1001100080001
3343763;;598815;2429687;1;1;1;1;48.8655071808, 2.32036285253;IDAMIVIF;Concorde;75108;0;0;;;0;1001100080001
2093;;602955;2432445;1;1;1;1;48.8902887343, 2.37677864559;IDAMIVIF;Crimée;75119;0;0;;;0;1001100070001
1649;;601146;2427201;1;1;1;1;48.843164652, 2.35211035908;IDAMIVIF;Place Monge (Jardin des Plantes);75105;0;0;;;0;1001100070001
2055;;604106;2433960;1;1;1;1;48.9038980068, 2.39248007534;IDAMIVIF;Aubervilliers Pantin (4 Chemins);93001;0;0;;;0;1001100070001
1639;;602014;2422818;1;1;1;1;48.8037696225, 2.36390930306;IDAMIVIF;Villejuif-Léo Lagrange;94076;0;0;;;0;1001100070001
1740;;602066;2424600;1;1;1;1;48.819785644, 2.3646252716;IDAMIVIF;Porte de Choisy;75113;0;0;;;0;1001100070001
1808;;601815;2424511;1;1;1;1;48.8189864752, 2.36120868218;IDAMIVIF;Porte d'Italie;75113;0;0;;;0;1001100070001
2497;;596385;2429372;1;1;1;1;48.8626668651, 2.28726305822;IDAMIVIF;Trocadéro;75116;0;0;;;0;1001100060001
1734;;602410;2424775;1;1;1;1;48.8213573215, 2.36930823389;IDAMIVIF;Porte d'Ivry;75113;0;0;;;0;1001100070001
1806;;600412;2428911;1;1;1;1;48.8585340615, 2.34211723533;IDAMIVIF;Pont Neuf;75101;0;0;;;0;1001100070001
1907;;601344;2427513;1;1;1;1;48.8459683914, 2.35480738936;IDAMIVIF;Jussieu;75105;0;0;;;0;1001100070001
2390;;596262;2428801;1;1;1;1;48.8575343417, 2.28559270248;IDAMIVIF;Passy;75116;0;0;;;0;1001100060001
1708;;595699;2429549;1;1;1;1;48.8642533436, 2.2779167587;IDAMIVIF;Rue de la Pompe (Avenue Georges Mandel);75116;0;0;;;0;1001100090001
1678;;601323;2430101;1;1;1;1;48.8692278902, 2.35452917205;IDAMIVIF;Strasbourg-Saint-Denis;75102;0;0;;;0;1001100090001
2343;;592215;2425707;1;1;1;1;48.8296902972, 2.23052843086;IDAMIVIF;Pont de Sèvres;92012;0;0;;;0;1001100090001
1890;;599447;2430568;1;1;1;1;48.8734259358, 2.32897096996;IDAMIVIF;Havre-Caumartin;75109;0;0;;;0;1001100090001
1714;;602690;2429258;1;1;1;1;48.8616473835, 2.37314713744;IDAMIVIF;Saint-Ambroise;75111;0;0;;;0;1001100090001
2280;;593167;2426164;1;1;1;1;48.8338085462, 2.24348061108;IDAMIVIF;Marcel Sembat;92012;0;0;;;0;1001100090001
2001;;600907;2430242;1;1;1;1;48.8704957916, 2.34886211411;IDAMIVIF;Bonne Nouvelle;75109;0;0;;;0;1001100090001
1819;;598464;2430580;1;1;1;1;48.8735320999, 2.31557802153;IDAMIVIF;Miromesnil;75108;0;0;;;0;1001100090001
1647;;601988;2429899;1;1;1;1;48.8674107881, 2.36358782222;IDAMIVIF;République;75111;0;0;;;0;1001100090001
1895;;596883;2429559;1;1;1;1;48.8643501589, 2.29404526045;IDAMIVIF;Iéna;75116;0;0;;;0;1001100090001
4028974;;598761;2424453;1;1;1;1;48.8184662963, 2.31964321528;IDAMIVIF;Mairie de Montrouge;92049;0;0;;;0;1001100040001
2363;;599114;2427315;1;1;1;1;48.8441894677, 2.3244412291;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100040001
2535;;600944;2432584;1;1;1;1;48.8915438899, 2.34937111205;IDAMIVIF;Marcadet-Poissonniers;75118;0;0;;;0;1001100040001
2185;;599684;2426212;1;1;1;1;48.8342767721, 2.33220379397;IDAMIVIF;Denfert-Rochereau;75114;0;0;;;0;1001100040001
2367;;599552;2425980;1;1;1;1;48.8321915585, 2.3304069893;IDAMIVIF;Mouton-Duvernet;75114;0;0;;;0;1001100040001
1746;;604103;2432256;1;1;1;1;48.8885839402, 2.39242287239;IDAMIVIF;Porte de Pantin;75119;0;0;;;0;1001100050001
1843;;602399;2429523;1;1;1;1;48.8640301694, 2.36918476922;IDAMIVIF;Oberkampf;75111;0;0;;;0;1001100050001
2322;;600732;2429298;1;1;1;1;48.86201193, 2.34647644857;IDAMIVIF;Les Halles;75101;0;0;;;0;1001100040001
2478;;600744;2432944;1;1;1;1;48.894779515, 2.34664584169;IDAMIVIF;Simplon;75118;0;0;;;0;1001100040001
2312;;600167;2428206;1;1;1;1;48.8521980045, 2.33877999971;IDAMIVIF;Odéon;75106;0;0;;;0;1001100040001
1742;;600549;2433299;1;1;1;1;48.8979701297, 2.3439883801;IDAMIVIF;Porte de Clignancourt;75118;0;0;;;0;1001100040001
1824;;599114;2427315;1;1;1;1;48.8441894677, 2.3244412291;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100040001
1953;;601577;2430932;1;1;1;1;48.8766957953, 2.35799250722;IDAMIVIF;Gare de l'Est (Verdun);75110;0;0;;;0;1001100040001
2416;;596724;2431939;1;1;1;1;48.8857391189, 2.29186061734;IDAMIVIF;Porte de Champerret;75117;0;0;;;0;1001100030001
2163;;596259;2432638;1;1;1;1;48.8920185856, 2.28551744146;IDAMIVIF;Anatole-France;92044;0;0;;;0;1001100030001
1957;;601328;2431271;1;1;1;1;48.8797430235, 2.35460080714;IDAMIVIF;Gare du Nord;75110;0;0;;;0;1001100040001
1645;;599557;2426755;1;1;1;1;48.8391569407, 2.33047414783;IDAMIVIF;Raspail;75114;0;0;;;0;1001100040001
2396;;597111;2431860;1;1;1;1;48.8850310205, 2.29713510817;IDAMIVIF;Pereire;75117;0;0;;;0;1001100030001
1845;;600167;2428206;1;1;1;1;48.8521980045, 2.33877999971;IDAMIVIF;Odéon;75106;0;0;;;0;1001100040001
1692;;599439;2427078;1;1;1;1;48.8420598168, 2.3288670471;IDAMIVIF;Vavin;75106;0;0;;;0;1001100040001
2094;;604354;2426781;1;1;1;1;48.8393764223, 2.39578805708;IDAMIVIF;Daumesnil (Félix Eboué);75112;0;0;;;0;1001100060001
1825;;598878;2427057;1;1;1;1;48.8418702955, 2.32122837067;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100060001
2186;;599760;2426181;1;1;1;1;48.833998196, 2.33323849783;IDAMIVIF;Denfert-Rochereau;75114;0;0;;;0;1001100060001
2524;;602743;2426584;1;1;1;1;48.837614635, 2.37385211235;IDAMIVIF;Quai de la Gare;75113;0;0;;;0;1001100060001
2404;;601417;2425860;1;1;1;1;48.8311117975, 2.35579614238;IDAMIVIF;Place d'Italie;75113;0;0;;;0;1001100060001
2229;;602235;2426246;1;1;1;1;48.8345787576, 2.36693389574;IDAMIVIF;Chevaleret;75113;0;0;;;0;1001100060001
2073;;596589;2429838;1;1;1;1;48.866856114, 2.29003807011;IDAMIVIF;Boissière;75116;0;0;;;0;1001100060001
2177;;600945;2425692;1;1;1;1;48.8296027042, 2.34937026012;IDAMIVIF;Corvisart;75113;0;0;;;0;1001100060001
2409;;599572;2426724;1;1;1;1;48.8388783378, 2.33067841595;IDAMIVIF;Raspail;75114;0;0;;;0;1001100060001
2399;;604794;2427443;1;1;1;1;48.8453230738, 2.40178631043;IDAMIVIF;Picpus;75112;0;0;;;0;1001100060001
2258;;593648;2432233;1;1;1;1;48.8883580194, 2.24993720953;IDAMIVIF;Esplanade de la Défense;92062;0;0;;;0;1001100010001
1788;;603908;2428895;1;1;1;1;48.8583788007, 2.38973472941;IDAMIVIF;Philippe Auguste;75111;0;0;;;0;1001100020001
1989;;597563;2431219;1;1;1;1;48.8792721109, 2.30329854335;IDAMIVIF;Courcelles;75108;0;0;;;0;1001100020001
1694;;596236;2430173;1;1;1;1;48.8698648717, 2.28522620392;IDAMIVIF;Victor Hugo;75116;0;0;;;0;1001100020001
1822;;598012;2431364;1;1;1;1;48.88057685, 2.30941594283;IDAMIVIF;Monceau;75108;0;0;;;0;1001100020001
2079;;603232;2430113;1;1;1;1;48.8693291287, 2.38053636283;IDAMIVIF;Couronnes;75111;0;0;;;0;1001100020001
1900;;602454;2431608;1;1;1;1;48.882768506, 2.36994579566;IDAMIVIF;Jaurès;75119;0;0;;;0;1001100020001
2046;;600562;2431619;1;1;1;1;48.8828716494, 2.34416356947;IDAMIVIF;Anvers;75118;0;0;;;0;1001100020001
2058;;604533;2428096;1;1;1;1;48.8511937784, 2.39823913749;IDAMIVIF;Avron;75111;0;0;;;0;1001100020001
2107;;604533;2428096;1;1;1;1;48.8511937784, 2.39823913749;IDAMIVIF;Avron;75111;0;0;;;0;1001100020001
1738;;596724;2431939;1;1;1;1;48.8857391189, 2.29186061734;IDAMIVIF;Porte de Champerret;75117;0;0;;;0;1001100030001
2375;;601173;2429773;1;1;1;1;48.8662803178, 2.3524847935;IDAMIVIF;Réaumur-Sébastopol;75102;0;0;;;0;1001100030001
2099;;601439;2429692;1;1;1;1;48.8655518229, 2.35610815179;IDAMIVIF;Arts-et-Métiers;75103;0;0;;;0;1001100030001
2035;;607641;2427335;1;1;1;1;48.8443251036, 2.44055234288;IDAMIVIF;Château de Vincennes;94080;0;0;;;0;1001100010001
1642;;601823;2428533;1;1;1;1;48.8551344775, 2.36133433573;IDAMIVIF;Saint-Paul (Le Marais);75104;0;0;;;0;1001100010001
1945;;598073;2430077;1;1;1;1;48.8690103872, 2.31025317756;IDAMIVIF;Franklin-Roosevelt;75108;0;0;;;0;1001100010001
2429;;605457;2427632;1;1;1;1;48.8470164776, 2.410816879;IDAMIVIF;Porte de Vincennes;75120;0;0;;;0;1001100010001
1803;;594278;2431915;1;1;1;1;48.8855060687, 2.25852746686;IDAMIVIF;Pont de Neuilly;92051;0;0;;;0;1001100010001
2470;;606058;2427546;1;1;1;1;48.8462382158, 2.41899982478;IDAMIVIF;Saint-Mandé;94007;0;0;;;0;1001100010001
2062;;602402;2428293;1;1;1;1;48.8529756339, 2.36921882111;IDAMIVIF;Bastille;75104;0;0;;;0;1001100010001
1688;;599456;2429606;1;1;1;1;48.8647801217, 2.3290949511;IDAMIVIF;Tuileries;75101;0;0;;;0;1001100010001
1832;;604516;2427753;1;1;1;1;48.8481111908, 2.39800400946;IDAMIVIF;Nation;75112;0;0;;;0;1001100010001
48432;;617164;2445145;1;1;1;1;49.0041985468, 2.57094642069;IDAMIVIF;Aéroport Charles de Gaulle 2 TGV;95527;1;1;;;4;1001110010001
2103;;603512;2436199;1;1;1;1;48.9240233942, 2.38440066136;IDAMIVIF;La Courneuve-Aubervilliers;93001;1;1;;;4;1001110010001
2386;;592676;2412139;1;1;1;1;48.7077458422, 2.23703952979;IDAMIVIF;Palaiseau Villebon;91477;1;1;;;4;1001110020001
2197;;596720;2421037;1;1;1;1;48.7877565604, 2.29189184957;IDAMIVIF;Fontenay-aux-Roses;92032;1;1;;;4;1001110020001
2348;;594320;2413962;1;1;1;1;48.7241484853, 2.25934234562;IDAMIVIF;Massy-Palaiseau;91377;1;1;;;4;1001110020001
2473;;619510;2439473;1;1;1;1;48.9531603089, 2.60272851855;IDAMIVIF;Villeparisis;77514;1;1;;;4;1001110010001
2126;;601473;2431393;1;1;1;1;48.8808391651, 2.35657701202;IDAMIVIF;Gare du Nord;75110;1;1;;;4;1001110010001
2360;;622405;2442009;1;1;1;1;48.9758558192, 2.64236629857;IDAMIVIF;Mitry-Claye;77294;1;1;;;4;1001110010001
2540;;597140;2420317;1;1;1;1;48.7812872777, 2.29760964767;IDAMIVIF;Sceaux;92071;1;1;;;4;1001110020001
2149;;596936;2430601;1;1;1;1;48.8737152275, 2.29475955952;IDAMIVIF;Charles de Gaulle-Etoile;75108;0;0;;;0;1001100060001
2364;;598878;2427057;1;1;1;1;48.8418702955, 2.32122837067;IDAMIVIF;Montparnasse-Bienvenue;75114;0;0;;;0;1001100060001
1954;;601650;2430901;1;1;1;1;48.8764170121, 2.35898704312;IDAMIVIF;Gare de l'Est (Verdun);75110;0;0;;;0;1001100070001
1944;;604919;2435091;1;1;1;1;48.9140567044, 2.40357633118;IDAMIVIF;Fort d'Aubervilliers;93001;0;0;;;0;1001100070001
2020;;601120;2426915;1;1;1;1;48.8405942592, 2.35175560961;IDAMIVIF;Censier-Daubenton;75105;0;0;;;0;1001100070001
1648;;601383;2425909;1;1;1;1;48.8315522619, 2.35533343989;IDAMIVIF;Place d'Italie;75113;0;0;;;0;1001100070001
2255;;599258;2426912;1;1;1;1;48.8405676854, 2.32640281189;IDAMIVIF;Edgar-Quinet;75114;0;0;;;0;1001100060001
2122;;596589;2429838;1;1;1;1;48.866856114, 2.29003807011;IDAMIVIF;Boissière;75116;0;0;;;0;1001100060001
1860;;602099;2431400;1;1;1;1;48.8809003874, 2.36510721493;IDAMIVIF;L1s Blanc;75110;0;0;;;0;1001100070001
1703;;602783;2432234;1;1;1;1;48.8883931911, 2.37443310555;IDAMIVIF;Riquet;75119;0;0;;;0;1001100070001
2544;;598357;2429936;1;1;1;1;48.8677439853, 2.31412277704;IDAMIVIF;Champs-Elysées-Clémenceau;75108;0;0;;;0;1001100010001
2147;;596963;2430625;1;1;1;1;48.8739310535, 2.29512724832;IDAMIVIF;Charles de Gaulle-Etoile;75108;0;0;;;0;1001100010001
2200;;598073;2430077;1;1;1;1;48.8690103872, 2.31025317756;IDAMIVIF;Franklin-Roosevelt;75108;0;0;;;0;1001100010001
2342;;594278;2431915;1;1;1;1;48.8855060687, 2.25852746686;IDAMIVIF;Pont de Neuilly;92051;0;0;;;0;1001100010001
2210;;602713;2427468;1;1;1;1;48.8455597463, 2.37344920163;IDAMIVIF;Gare de Lyon;75112;0;0;;;0;1001100010001
2087;;602953;2430442;1;1;1;1;48.8722872798, 2.37673767399;IDAMIVIF;Belleville;75119;0;0;;;0;1001100020001
2098;;596546;2430819;1;1;1;1;48.8756724452, 2.28944416115;IDAMIVIF;Argentine;75117;0;0;;;0;1001100010001
2170;;598876;2429706;1;1;1;1;48.8656780557, 2.32119376847;IDAMIVIF;Concorde;75108;0;0;;;0;1001100010001
1791;;600055;2431569;1;1;1;1;48.8824224877, 2.33725467877;IDAMIVIF;Pigalle;75118;0;0;;;0;1001100020001
1833;;604444;2427899;1;1;1;1;48.8494238601, 2.39702503497;IDAMIVIF;Nation;75112;0;0;;;0;1001100020001
2069;;596498;2428444;1;1;1;1;48.8543271778, 2.2888101004;IDAMIVIF;Bir-Hakeim (Grenelle);75115;0;0;;;0;1001100060001
2437;;602233;2427513;1;1;1;1;48.8459659916, 2.3669131764;IDAMIVIF;Quai de la Rapée;75112;0;0;;;0;1001100050001
1997;;599760;2426181;1;1;1;1;48.833998196, 2.33323849783;IDAMIVIF;Denfert-Rochereau;75114;0;0;;;0;1001100060001
2136;;601634;2426354;1;1;1;1;48.8355511759, 2.35875209186;IDAMIVIF;Campo-Formio;75113;0;0;;;0;1001100050001
1640;;600013;2426069;1;1;1;1;48.832991651, 2.33668289331;IDAMIVIF;Saint-Jacques;75114;0;0;;;0;1001100060001
1794;;601417;2425860;1;1;1;1;48.8311117975, 2.35579614238;IDAMIVIF;Place d'Italie;75113;0;0;;;0;1001100060001
1974;;602235;2426246;1;1;1;1;48.8345787576, 2.36693389574;IDAMIVIF;Chevaleret;75113;0;0;;;0;1001100060001
2112;;602398;2428339;1;1;1;1;48.8533890715, 2.36916459888;IDAMIVIF;Bastille;75104;0;0;;;0;1001100050001
1763;;599572;2426724;1;1;1;1;48.8388783378, 2.33067841595;IDAMIVIF;Raspail;75114;0;0;;;0;1001100060001
1909;;596831;2430333;1;1;1;1;48.8713061083, 2.29333101756;IDAMIVIF;Kléber;75116;0;0;;;0;1001100060001
2148;;596929;2430632;1;1;1;1;48.8739938, 2.29466395849;IDAMIVIF;Charles de Gaulle-Etoile;75108;0;0;;;0;1001100020001
1737;;605309;2429559;1;1;1;1;48.8643364947, 2.4088253727;IDAMIVIF;Porte de Bagnolet;75120;0;0;;;0;1001100030001
2351;;603518;2429710;1;1;1;1;48.8657057469, 2.38442937183;IDAMIVIF;Ménilmontant;75111;0;0;;;0;1001100020001
1889;;599411;2430572;1;1;1;1;48.8734618499, 2.32848048114;IDAMIVIF;Havre-Caumartin;75109;0;0;;;0;1001100030001
1779;;602808;2429660;1;1;1;1;48.8652598159, 2.37475707838;IDAMIVIF;Parmentier;75111;0;0;;;0;1001100030001
2128;;603232;2430113;1;1;1;1;48.8693291287, 2.38053636283;IDAMIVIF;Couronnes;75111;0;0;;;0;1001100020001
2071;;599705;2431719;1;1;1;1;48.8837704781, 2.33248514494;IDAMIVIF;Blanche;75118;0;0;;;0;1001100020001
1629;;598539;2431447;1;1;1;1;48.8813242532, 2.31659675818;IDAMIVIF;Villiers;75117;0;0;;;0;1001100020001
2509;;598539;2431447;1;1;1;1;48.8813242532, 2.31659675818;IDAMIVIF;Villiers;75117;0;0;;;0;1001100020001
1683;;601840;2429827;1;1;1;1;48.866764127, 2.3615713237;IDAMIVIF;Temple;75103;0;0;;;0;1001100030001
1677;;601321;2430146;1;1;1;1;48.8696323244, 2.35450205976;IDAMIVIF;Strasbourg-Saint-Denis;75102;0;0;;;0;1001100040001
2034;;601435;2430460;1;1;1;1;48.8724541102, 2.3560561648;IDAMIVIF;Château d'Eau;75110;0;0;;;0;1001100040001
2277;;598129;2431582;1;1;1;1;48.8825364321, 2.31100923967;IDAMIVIF;Malesherbes;75117;0;0;;;0;1001100030001
1964;;600834;2428885;1;1;1;1;48.8583000152, 2.34786508424;IDAMIVIF;Châtelet;75101;0;0;;;0;1001100040001
1630;;598506;2431456;1;1;1;1;48.8814050597, 2.31614704757;IDAMIVIF;Villiers;75117;0;0;;;0;1001100030001
2510;;598506;2431456;1;1;1;1;48.8814050597, 2.31614704757;IDAMIVIF;Villiers;75117;0;0;;;0;1001100030001
1855;;600732;2429298;1;1;1;1;48.86201193, 2.34647644857;IDAMIVIF;Les Halles;75101;0;0;;;0;1001100040001
2542;;600812;2429892;1;1;1;1;48.8673503407, 2.34756723208;IDAMIVIF;Sentier;75102;0;0;;;0;1001100030001
1634;;597729;2431713;1;1;1;1;48.8837124353, 2.30555775418;IDAMIVIF;Wagram;75117;0;0;;;0;1001100030001
1975;;600712;2428594;1;1;1;1;48.8556848095, 2.3462029262;IDAMIVIF;Cité;75104;0;0;;;0;1001100040001
1633;;603196;2428815;1;1;1;1;48.857663685, 2.38003629346;IDAMIVIF;Voltaire (Léon Blum);75111;0;0;;;0;1001100090001
1873;;607732;2429333;1;1;1;1;48.8622809456, 2.44182767579;IDAMIVIF;Mairie de Montreuil;93048;0;0;;;0;1001100090001
1712;;600492;2430355;1;1;1;1;48.8715117763, 2.34320837421;IDAMIVIF;Grands Boulevards;75109;0;0;;;0;1001100090001
1745;;605430;2428340;1;1;1;1;48.853379837, 2.41045818408;IDAMIVIF;Porte de Montreuil;75120;0;0;;;0;1001100090001
2261;;594392;2427175;1;1;1;1;48.8429069378, 2.26014439455;IDAMIVIF;Exelmans;75116;0;0;;;0;1001100090001
3343808;;606255;2424079;1;1;1;1;48.8150762793, 2.4216317634;IDAMIVIF;Ecole Vétérinaire de Maisons-Alfort;94046;0;0;;;0;1001100080001
3343776;;601290;2430118;1;1;1;1;48.8693807393, 2.35407964886;IDAMIVIF;Strasbourg-Saint-Denis;75102;0;0;;;0;1001100080001
1814;;594693;2427733;1;1;1;1;48.847924552, 2.26423590245;IDAMIVIF;Michel-Ange-Auteuil;75116;0;0;;;0;1001100090001
3343760;;598039;2428766;1;1;1;1;48.8572278199, 2.30979622249;IDAMIVIF;La Tour-Maubourg;75107;0;0;;;0;1001100080001
1702;;600207;2430420;1;1;1;1;48.872096083, 2.33932555252;IDAMIVIF;Richelieu-Drouot;75109;0;0;;;0;1001100090001
3343786;;602398;2428378;1;1;1;1;48.8537395822, 2.36916481453;IDAMIVIF;Bastille;75104;0;0;;;0;1001100080001
3343804;;605209;2425253;1;1;1;1;48.8256370709, 2.40741080209;IDAMIVIF;Liberté;94018;0;0;;;0;1001100080001
3343337;;596015;2426702;1;1;1;1;48.8386680882, 2.28224848505;IDAMIVIF;Lourmel;75115;0;0;;;0;1001100080001
1917;;595418;2428864;1;1;1;1;48.8580950089, 2.27409644478;IDAMIVIF;La Muette;75116;0;0;;;0;1001100090001
1899;;594965;2428235;1;1;1;1;48.8524384784, 2.26793391967;IDAMIVIF;Jasmin;75116;0;0;;;0;1001100090001
2121;;606482;2433061;1;1;1;1;48.8957991918, 2.42485729506;IDAMIVIF;Bobigny-Pantin (Raymond Queneau);93008;0;0;;;0;1001100050001
4028973;;598761;2424453;1;1;1;1;48.8184662963, 2.31964321528;IDAMIVIF;Mairie de Montrouge;92049;0;0;;;0;1001100040001
2420;;600549;2433299;1;1;1;1;48.8979701297, 2.3439883801;IDAMIVIF;Porte de Clignancourt;75118;0;0;;;0;1001100040001
2208;;601577;2430932;1;1;1;1;48.8766957953, 2.35799250722;IDAMIVIF;Gare de l'Est (Verdun);75110;0;0;;;0;1001100040001
2294;;601767;2430265;1;1;1;1;48.8707007825, 2.36057863225;IDAMIVIF;Jacques-Bonsergent;75110;0;0;;;0;1001100050001
2257;;605605;2432819;1;1;1;1;48.8936324872, 2.4129002627;IDAMIVIF;Eglise de Pantin;93055;0;0;;;0;1001100050001
1828;;599552;2425980;1;1;1;1;48.8321915585, 2.3304069893;IDAMIVIF;Mouton-Duvernet;75114;0;0;;;0;1001100040001
1731;;599306;2427629;1;1;1;1;48.8470117994, 2.32705510802;IDAMIVIF;Saint-Placide;75106;0;0;;;0;1001100040001
2017;;601634;2426354;1;1;1;1;48.8355511759, 2.35875209186;IDAMIVIF;Campo-Formio;75113;0;0;;;0;1001100050001
2040;;599289;2425521;1;1;1;1;48.8280659789, 2.32682741672;IDAMIVIF;Alésia;75114;0;0;;;0;1001100040001
2384;;599923;2429448;1;1;1;1;48.8633603817, 2.33545659061;IDAMIVIF;Palais-Royal (Musée du Louvre);75101;0;0;;;0;1001100070001
2491;;601816;2428050;1;1;1;1;48.850793554, 2.36123699038;IDAMIVIF;Sully-Morland;75104;0;0;;;0;1001100070001
2347;;601815;2424511;1;1;1;1;48.8189864752, 2.36120868218;IDAMIVIF;Porte d'Italie;75113;0;0;;;0;1001100070001
1871;;603454;2423647;1;1;1;1;48.8112144947, 2.3835089254;IDAMIVIF;Mairie d'Ivry;94041;0;0;;;0;1001100070001
2435;;599823;2429797;1;1;1;1;48.8664969463, 2.33409421193;IDAMIVIF;Pyramides;75101;0;0;;;0;1001100070001
2221;;600787;2428763;1;1;1;1;48.8572036047, 2.34722470772;IDAMIVIF;Châtelet;75101;0;0;;;0;1001100070001
3343334;;595753;2426496;1;1;1;1;48.836814948, 2.27868334312;IDAMIVIF;Balard;75115;0;0;;;0;1001100080001
